id,geo_point_2d,intensidad,alcaldia,area_m2,perime_m,intens_num,int2
35.0,"19.2422518066,-99.0731823535",Bajo,Xochimilco,973904.029201,6805.44825625,26 a 49,2
56.0,"19.2236128042,-99.1083418839",Muy Bajo,Xochimilco,795548.364401,4693.75269064,0 a 25,1
32.0,"19.3809650541,-99.1373113251",Muy Alto,Benito Juárez,168263.324089,1712.40960466,100,5
45.0,"19.2603567,-99.0628861422",Muy Alto,Xochimilco,267499.368896,2488.60325608,100,5
31.0,"19.3905750675,-99.144452701",Muy Alto,Benito Juárez,202062.408324,2113.71385722,100,5
305.0,"19.2276041044,-98.9941234328",Medio,Tláhuac,234874.042009,3196.0804442,50 a 72,3
323.0,"19.2771922614,-99.028409051",Bajo,Tláhuac,355850.190015,2734.1363449,26 a 49,2
322.0,"19.281094046,-99.0281852145",Muy Alto,Tláhuac,284714.87588,2399.45362774,100,5
205.0,"19.2743171889,-99.1598802949",Bajo,Tlalpan,118347.612203,1477.92294678,26 a 49,2
196.0,"19.2468417163,-99.0123697042",Muy Bajo,Xochimilco,80875.1795027,1575.46780681,0 a 25,1
228.0,"19.2208697869,-98.9702836558",Alto,Tláhuac,191056.44022,2120.75141505,73 a 99,4
66.0,"19.2261935974,-99.0961025657",Muy Bajo,Xochimilco,9832.67795981,583.095636572,0 a 25,1
100.0,"19.3946112885,-99.1745309365",Alto,Benito Juárez,280199.900175,3236.21495127,73 a 99,4
67.0,"19.3885597096,-99.1364615233",Muy Alto,Benito Juárez,145405.517839,1956.19234816,100,5
84.0,"19.377592658,-99.1563039325",Muy Alto,Benito Juárez,403840.985707,2691.8624778,100,5
273.0,"19.2948004811,-99.0380209762",Muy Alto,Tláhuac,275652.653875,2415.96623685,100,5
264.0,"19.3675109095,-99.1973712799",Muy Bajo,Álvaro Obregón,49967.6367631,956.141780185,0 a 25,1
248.0,"19.3025862964,-99.0470818801",Muy Alto,Tláhuac,311177.730683,3053.04193875,100,5
405.0,"19.3891124828,-99.2069590505",Muy Bajo,Álvaro Obregón,24577.0463168,636.026981587,0 a 25,1
140.0,"19.242566309,-99.1676853074",Muy Bajo,Tlalpan,1461151.132,6038.29974379,0 a 25,1
110.0,"19.2474109042,-99.1329730087",Muy Bajo,Xochimilco,141590.666469,2335.11331499,0 a 25,1
114.0,"19.386072694,-99.1363179788",Muy Alto,Benito Juárez,161889.032924,1671.43593141,100,5
117.0,"19.3968511136,-99.1324927771",Muy Alto,Benito Juárez,132146.044995,1492.71999669,100,5
106.0,"19.2584622354,-99.1206817076",Muy Alto,Xochimilco,46474.0831754,891.432783477,100,5
173.0,"19.3814850719,-99.2121859799",Muy Bajo,Álvaro Obregón,122196.607067,1860.58233378,0 a 25,1
178.0,"19.2907555273,-99.2396041442",Medio,Tlalpan,415376.634088,3069.47716524,50 a 72,3
164.0,"19.2770137603,-99.1241965835",Muy Alto,Xochimilco,461182.188193,3138.31248813,100,5
170.0,"19.3551925401,-99.2333172504",Muy Bajo,Álvaro Obregón,147747.067312,2174.11434318,0 a 25,1
190.0,"19.2808636014,-99.165275369",Muy Bajo,Tlalpan,335403.998317,3028.53604842,0 a 25,1
333.0,"19.2647610549,-99.2021848756",Muy Bajo,Tlalpan,971697.381809,6251.71144319,0 a 25,1
349.0,"19.3700955438,-99.2104507881",Muy Bajo,Álvaro Obregón,101160.5555,1915.70217773,0 a 25,1
347.0,"19.3671402008,-99.20299969",Muy Bajo,Álvaro Obregón,42462.4550975,1398.70807586,0 a 25,1
457.0,"19.3234180106,-99.2687540555",Muy Bajo,Álvaro Obregón,729596.029111,5029.81464924,0 a 25,1
424.0,"19.3102870556,-99.2114818253",Muy Bajo,Álvaro Obregón,1064286.7165,5084.24027649,0 a 25,1
459.0,"19.3388499766,-99.2054645547",Bajo,Álvaro Obregón,276896.928652,3678.81771345,26 a 49,2
476.0,"19.3693546825,-99.2347910223",Muy Bajo,Álvaro Obregón,195935.131483,2234.03178311,0 a 25,1
470.0,"19.3087961289,-99.0503156629",Muy Alto,Tláhuac,441545.066973,4237.63848223,100,5
478.0,"19.3800347904,-99.1942503334",Muy Bajo,Álvaro Obregón,62402.1984919,1443.24124639,0 a 25,1
469.0,"19.2960286894,-99.048426388",Muy Alto,Tláhuac,287953.750576,2756.6266714,100,5
468.0,"19.3058003122,-99.0501391121",Muy Alto,Tláhuac,222300.563026,2559.14103265,100,5
547.0,"19.2443720833,-99.0099951187",Muy Bajo,Tláhuac,675415.392076,4357.62754556,0 a 25,1
675.0,"19.3795626346,-99.0847729499",Muy Alto,Iztapalapa,981506.159824,5933.16449313,100,5
676.0,"19.3784260662,-99.0988264298",Muy Alto,Iztapalapa,199916.628301,1820.73765309,100,5
666.0,"19.3665871269,-99.1206775705",Muy Alto,Iztapalapa,233348.741023,2534.6177032,100,5
600.0,"19.3630045343,-99.2451131655",Muy Bajo,Álvaro Obregón,235262.804236,2972.11717624,0 a 25,1
715.0,"19.3621973948,-99.0944014167",Muy Alto,Iztapalapa,420708.472102,4868.60210949,100,5
709.0,"19.3398864599,-99.0376280486",Muy Alto,Iztapalapa,445195.548899,2929.40655647,100,5
720.0,"19.401021698,-99.1101603403",Muy Alto,Iztacalco,530003.010641,3001.57261167,100,5
698.0,"19.3527839398,-98.9918613606",Bajo,Iztapalapa,192325.004557,2221.1377164,26 a 49,2
818.0,"19.3578313171,-99.2327204323",Muy Bajo,Álvaro Obregón,125642.367265,1952.0205434,0 a 25,1
897.0,"19.3459138349,-99.0530517273",Muy Alto,Iztapalapa,207040.95251,3361.72561012,100,5
895.0,"19.3288934357,-99.0344088057",Muy Bajo,Iztapalapa,243214.822681,2584.18299234,0 a 25,1
873.0,"19.3729802311,-99.0505472994",Muy Alto,Iztapalapa,39396.482789,1034.04362674,100,5
983.0,"19.3319462363,-98.9938718025",Muy Bajo,Iztapalapa,497499.947215,4130.51100537,0 a 25,1
960.0,"19.3362888359,-98.9965108183",Muy Bajo,Iztapalapa,171557.797028,2325.92046099,0 a 25,1
975.0,"19.3666975692,-99.1178485965",Muy Alto,Iztapalapa,180190.897261,1886.55470481,100,5
978.0,"19.38502311,-99.0895863494",Muy Alto,Iztapalapa,183371.098595,1775.72581087,100,5
1013.0,"19.2635206523,-99.1176279645",Alto,Xochimilco,562014.680092,4994.4567041,73 a 99,4
1028.0,"19.3413688813,-99.0191122088",Medio,Iztapalapa,235835.248475,2974.12364055,50 a 72,3
1007.0,"19.2874644522,-99.1237269658",Muy Alto,Tlalpan,104479.436177,1836.83887457,100,5
996.0,"19.2974749667,-99.1872579063",Muy Bajo,Tlalpan,163726.787144,2103.18884028,0 a 25,1
994.0,"19.3401530809,-99.0419850561",Muy Alto,Iztapalapa,274561.505827,2177.24747364,100,5
2020.0,"19.5613716369,-99.1308130153",Bajo,Gustavo A. Madero,241216.55088,2629.47631453,26 a 49,2
2029.0,"19.4538329271,-99.0917655976",Muy Alto,Gustavo A. Madero,237693.951191,2042.78361789,100,5
2030.0,"19.4056496236,-99.1574288412",Muy Alto,Cuauhtémoc,170073.832453,1687.8583615,100,5
2091.0,"19.5452251469,-99.1411810109",Bajo,Gustavo A. Madero,516393.169214,2930.29677357,26 a 49,2
2101.0,"19.4941126614,-99.0703336805",Muy Alto,Gustavo A. Madero,163342.390273,1782.81061106,100,5
2104.0,"19.4022649405,-99.104119565",Muy Alto,Iztacalco,977236.28056,4811.84094552,100,5
2105.0,"19.3935576249,-99.1247127537",Muy Alto,Iztacalco,357636.540646,2793.23358443,100,5
2106.0,"19.3942804121,-99.1279579613",Muy Alto,Iztacalco,188197.195706,2058.31618436,100,5
2133.0,"19.4252629696,-99.1377302022",Muy Alto,Cuauhtémoc,226270.330571,2427.77767948,100,5
2141.0,"19.4806108318,-99.073594083",Muy Alto,Gustavo A. Madero,201986.730733,2026.82540617,100,5
2157.0,"19.5668271917,-99.1301406438",Muy Bajo,Gustavo A. Madero,261564.124653,2081.45151279,0 a 25,1
2161.0,"19.451613063,-99.09963944",Muy Alto,Gustavo A. Madero,183111.907336,1986.19335864,100,5
2163.0,"19.4553411877,-99.110969299",Muy Alto,Gustavo A. Madero,228236.375974,1986.05025315,100,5
2167.0,"19.3827445388,-99.1250370816",Muy Alto,Iztacalco,213334.154153,2147.24222187,100,5
2180.0,"19.4634982886,-99.0891434866",Muy Alto,Gustavo A. Madero,215870.323671,1973.89582616,100,5
2192.0,"19.5508788941,-99.1371853893",Bajo,Gustavo A. Madero,477272.202136,2926.66321059,26 a 49,2
2199.0,"19.4758212603,-99.1025757607",Muy Alto,Gustavo A. Madero,635512.552723,4016.37244607,100,5
2234.0,"19.3988046422,-99.1276927537",Muy Alto,Iztacalco,139044.388637,2327.9534304,100,5
2245.0,"19.4097484493,-99.1314193598",Muy Alto,Cuauhtémoc,111389.495457,1614.95969608,100,5
2252.0,"19.4086563537,-99.1697846048",Muy Alto,Cuauhtémoc,273949.95659,2258.58560489,100,5
2280.0,"19.4287388625,-99.2071600824",Muy Bajo,Miguel Hidalgo,383543.282261,3187.88215074,0 a 25,1
2302.0,"19.4170072776,-99.0854495263",Muy Alto,Venustiano Carranza,219833.633759,3721.5268636,100,5
2307.0,"19.4144569522,-99.1139842575",Muy Alto,Venustiano Carranza,156696.883926,1754.98215698,100,5
2320.0,"19.4212472697,-99.1022297677",Muy Alto,Venustiano Carranza,70661.5438427,1182.78814374,100,5
2340.0,"19.4169283778,-99.224392297",Muy Bajo,Miguel Hidalgo,691897.746795,3964.00802372,0 a 25,1
2357.0,"19.4125241185,-99.1107963297",Muy Alto,Venustiano Carranza,88968.9111067,1288.48136236,100,5
2361.0,"19.4365160236,-99.1125305495",Muy Alto,Venustiano Carranza,266483.105302,2623.71041935,100,5
2384.0,"19.455941861,-99.1682285111",Muy Alto,Miguel Hidalgo,141909.408518,2824.77859564,100,5
2397.0,"19.4270722066,-99.2111495772",Muy Bajo,Miguel Hidalgo,80219.4191823,1666.1190932,0 a 25,1
2402.0,"19.4311411615,-99.0929968084",Muy Alto,Venustiano Carranza,223796.255046,1915.92015378,100,5
2426.0,"19.4500099727,-99.0949494921",Muy Alto,Venustiano Carranza,164467.486177,1865.81661114,100,5
1685.0,"19.3060971031,-99.2567426139",Bajo,La Magdalena Contreras,268917.324983,2589.16737802,26 a 49,2
1686.0,"19.3342899269,-99.2154173132",Muy Bajo,La Magdalena Contreras,193472.796315,2408.66244706,0 a 25,1
1710.0,"19.3708498433,-99.0384385618",Muy Alto,Iztapalapa,149620.855297,1693.87969611,100,5
1718.0,"19.3327131956,-99.1150381989",Muy Alto,Coyoacán,106609.070836,1303.27502702,100,5
1719.0,"19.3282637633,-99.1406936597",Muy Alto,Coyoacán,320612.950022,3948.15934,100,5
1729.0,"19.3607111994,-99.1200325665",Muy Alto,Iztapalapa,297359.313563,2318.15718874,100,5
1732.0,"19.4655415827,-99.1677971915",Muy Alto,Azcapotzalco,212865.122493,2771.68975479,100,5
1749.0,"19.2021581154,-99.0573620758",Muy Bajo,Milpa Alta,23569.0846812,853.929540165,0 a 25,1
1778.0,"19.3044482105,-99.1703204348",Muy Bajo,Coyoacán,152835.279116,2017.51099491,0 a 25,1
1783.0,"19.3678269845,-99.0263109287",Muy Alto,Iztapalapa,161201.229985,1775.21132705,100,5
1801.0,"19.4762932637,-99.1601582025",Muy Alto,Azcapotzalco,227932.770172,2071.34405753,100,5
1817.0,"19.4422530954,-99.2040362491",Muy Bajo,Miguel Hidalgo,706655.817747,3885.58615109,0 a 25,1
1831.0,"19.4281537187,-99.1014300688",Muy Alto,Venustiano Carranza,214784.245292,2279.44873312,100,5
1834.0,"19.4309806588,-99.181203386",Alto,Miguel Hidalgo,396052.092428,4246.23618254,73 a 99,4
1856.0,"19.4021266995,-99.2349964172",Muy Bajo,Miguel Hidalgo,589399.920711,3413.8894752,0 a 25,1
1861.0,"19.4287144526,-99.1938276321",Muy Bajo,Miguel Hidalgo,275779.063818,2800.64725919,0 a 25,1
1868.0,"19.4606424481,-99.1631086524",Muy Alto,Azcapotzalco,243677.234113,2436.17142853,100,5
1873.0,"19.4233504091,-99.1131214957",Muy Alto,Venustiano Carranza,78534.7676202,1110.80890495,100,5
1906.0,"19.4582168764,-99.130623293",Muy Alto,Cuauhtémoc,132688.571939,1461.07765044,100,5
1910.0,"19.4047754636,-99.2160222495",Muy Bajo,Miguel Hidalgo,1390697.73962,9771.74609184,0 a 25,1
1925.0,"19.4560081269,-99.1483064033",Muy Alto,Cuauhtémoc,37967.7319989,1072.79956885,100,5
1928.0,"19.4692695026,-99.1977386282",Muy Alto,Miguel Hidalgo,1009183.11737,4733.72569845,100,5
1934.0,"19.437076243,-99.1594107847",Muy Alto,Cuauhtémoc,439576.329531,2780.88301221,100,5
1943.0,"19.444188789,-99.1152717975",Muy Alto,Venustiano Carranza,270144.335595,2488.98781387,100,5
1956.0,"19.4498476931,-99.1212947747",Muy Alto,Venustiano Carranza,141814.198772,1832.15099321,100,5
1959.0,"19.4115630891,-99.2273376",Muy Bajo,Miguel Hidalgo,486163.467329,3453.55300185,0 a 25,1
1962.0,"19.4535429421,-99.1463521835",Muy Alto,Cuauhtémoc,32918.2671148,912.695821817,100,5
1971.0,"19.4129561676,-99.170424417",Muy Alto,Cuauhtémoc,215343.689537,2007.28664189,100,5
1980.0,"19.4359744143,-99.1339579713",Muy Alto,Cuauhtémoc,267444.741956,3209.29418837,100,5
1984.0,"19.4468183392,-99.0965151087",Muy Alto,Venustiano Carranza,208109.14667,1910.35819089,100,5
2121.0,"19.5572202306,-99.1351617598",Bajo,Gustavo A. Madero,554095.206719,3842.84665014,26 a 49,2
2113.0,"19.407164842,-99.0584363867",Muy Alto,Iztacalco,305908.664492,3422.80411985,100,5
2116.0,"19.4159269987,-99.1365854716",Muy Alto,Cuauhtémoc,205806.95892,1864.92838651,100,5
2119.0,"19.4959100858,-99.152510601",Muy Alto,Gustavo A. Madero,379291.793544,3260.7553971,100,5
2157.0,"19.5668271917,-99.1301406438",Muy Bajo,Gustavo A. Madero,261564.124653,2081.45151279,0 a 25,1
2162.0,"19.4534907837,-99.1048034715",Muy Alto,Gustavo A. Madero,327257.149765,2335.67834748,100,5
2146.0,"19.4907947327,-99.1073148934",Alto,Gustavo A. Madero,195594.162245,2110.64704825,73 a 99,4
2177.0,"19.493378879,-99.0963277012",Muy Alto,Gustavo A. Madero,311968.071676,3418.17364854,100,5
2184.0,"19.4309506209,-99.1367925511",Muy Alto,Cuauhtémoc,267550.716916,2448.70629608,100,5
1008.0,"19.3109945146,-99.0777026577",Muy Alto,Iztapalapa,191314.381764,1873.76868905,100,5
1022.0,"19.2788466959,-99.1432524553",Medio,Tlalpan,220142.27131,3769.32315327,50 a 72,3
1033.0,"19.1985976368,-99.1418681178",Muy Bajo,Tlalpan,516343.839228,3931.35688164,0 a 25,1
1063.0,"19.2902729503,-99.1771802385",Muy Bajo,Tlalpan,168961.693281,2031.9659708,0 a 25,1
1103.0,"19.2134182192,-99.2229765389",Muy Bajo,Tlalpan,641031.824683,3976.2054374,0 a 25,1
1115.0,"19.297929235,-99.1107486512",Muy Alto,Tlalpan,95026.1160195,1321.93175215,100,5
1123.0,"19.283854993,-99.2063904891",Muy Bajo,Tlalpan,349678.917571,2865.98953184,0 a 25,1
1131.0,"19.3693513688,-99.1336521064",Muy Alto,Iztapalapa,453391.853756,2793.626676,100,5
1152.0,"19.3004292753,-99.0812345014",Muy Alto,Iztapalapa,70492.2546618,1384.72627352,100,5
1196.0,"19.4916729903,-99.0783592578",Muy Alto,Gustavo A. Madero,166619.196982,1735.07975346,100,5
1201.0,"19.4596472241,-99.1086679087",Muy Alto,Gustavo A. Madero,180679.895808,1757.08160172,100,5
1215.0,"19.4951553899,-99.1279766328",Muy Alto,Gustavo A. Madero,388163.426714,2897.60155344,100,5
1223.0,"19.4905649733,-99.1310786334",Muy Alto,Gustavo A. Madero,286293.35579,2341.84975265,100,5
1226.0,"19.5604129153,-99.1425724906",Muy Bajo,Gustavo A. Madero,137026.591436,1844.32199642,0 a 25,1
1230.0,"19.5326952827,-99.1388409621",Muy Bajo,Gustavo A. Madero,206495.892436,2877.6509905,0 a 25,1
1237.0,"19.5118227883,-99.1321576734",Muy Alto,Gustavo A. Madero,60153.1855772,1054.25907025,100,5
1250.0,"19.4536355933,-99.0640881929",Muy Alto,Gustavo A. Madero,298498.42809,2657.14040963,100,5
1264.0,"19.552584163,-99.1302038891",Muy Bajo,Gustavo A. Madero,160183.977327,1789.78683009,0 a 25,1
1300.0,"19.3878231139,-99.2591374096",Muy Bajo,Cuajimalpa de Morelos,951005.300916,5587.84682561,0 a 25,1
1307.0,"19.4602994807,-99.0733658966",Alto,Gustavo A. Madero,2980252.34975,10355.9062774,73 a 99,4
1339.0,"19.3555082607,-99.1299608414",Muy Alto,Coyoacán,309654.359825,2405.94118986,100,5
1352.0,"19.3066189547,-99.1947929323",Muy Bajo,Coyoacán,1501950.70812,5337.33120357,0 a 25,1
1359.0,"19.4886470736,-99.1980789609",Muy Alto,Azcapotzalco,269287.031467,2186.75847871,100,5
1362.0,"19.3074119936,-99.1693826472",Muy Bajo,Coyoacán,70884.5168515,1132.03713474,0 a 25,1
1385.0,"19.4957924403,-99.1240963689",Muy Alto,Gustavo A. Madero,271623.4292,2773.21676405,100,5
1474.0,"19.4759818184,-99.2182393994",Medio,Azcapotzalco,195441.716194,1806.10070542,50 a 72,3
1501.0,"19.4902911037,-99.1245645325",Muy Alto,Gustavo A. Madero,311313.271966,2257.21101806,100,5
1507.0,"19.3196551014,-99.1071971052",Muy Alto,Coyoacán,138158.256542,1733.16426509,100,5
1509.0,"19.3478519951,-99.1349664665",Muy Alto,Coyoacán,233103.731999,2196.90411539,100,5
1511.0,"19.3164402726,-99.1094243036",Muy Alto,Coyoacán,108050.038569,1460.69221322,100,5
1570.0,"19.5000291777,-99.1871248993",Muy Alto,Azcapotzalco,676150.351185,3658.76675324,100,5
1575.0,"19.4718904484,-99.0896544859",Muy Alto,Gustavo A. Madero,57766.3501207,1000.49876756,100,5
1579.0,"19.3092961196,-99.1193827361",Muy Alto,Coyoacán,537102.116877,2997.0210279,100,5
1598.0,"19.3304627323,-99.0597159876",Muy Alto,Iztapalapa,129549.535346,1699.43746922,100,5
1613.0,"19.3069493066,-99.2368557044",Muy Bajo,La Magdalena Contreras,278609.853635,2102.94122795,0 a 25,1
1646.0,"19.3232632691,-99.0856451589",Muy Alto,Iztapalapa,763834.906286,3948.21962332,100,5
1679.0,"19.1870043585,-99.08408575",Muy Bajo,Milpa Alta,43718.0063068,945.514355229,0 a 25,1
1684.0,"19.3066658384,-99.2504001343",Bajo,La Magdalena Contreras,106332.972753,1667.9744933,26 a 49,2
692.0,"19.3593044586,-99.0979721616",Muy Alto,Iztapalapa,375523.598653,2639.92431877,100,5
696.0,"19.3843859717,-99.028414124",Alto,Iztapalapa,280715.796864,2132.70821744,73 a 99,4
702.0,"19.3669303883,-99.109290957",Muy Alto,Iztapalapa,232473.712316,3196.79607576,100,5
703.0,"19.3664666231,-99.1124787316",Muy Alto,Iztapalapa,234807.292431,2511.26460773,100,5
712.0,"19.3646296793,-99.0088400548",Muy Alto,Iztapalapa,300891.090145,2292.92507743,100,5
723.0,"19.326657979,-99.0996014872",Alto,Iztapalapa,631901.635906,4068.27421939,73 a 99,4
729.0,"19.3286106475,-99.1043735469",Alto,Iztapalapa,243603.203919,2177.95580336,73 a 99,4
768.0,"19.3193501423,-99.0906502945",Muy Alto,Iztapalapa,238184.62243,2019.39393514,100,5
774.0,"19.3791998157,-99.1297920871",Muy Alto,Iztacalco,147597.858279,1915.09515633,100,5
776.0,"19.379898931,-99.0197723499",Alto,Iztapalapa,372990.451129,2524.88762083,73 a 99,4
814.0,"19.3363291393,-99.0826574707",Alto,Iztapalapa,128759.051547,1832.2123872,73 a 99,4
845.0,"19.3750719015,-99.0569685015",Muy Alto,Iztapalapa,14792.7833766,602.062928555,100,5
852.0,"19.3289489362,-99.0420223092",Muy Alto,Iztapalapa,276077.00456,2453.121376,100,5
861.0,"19.3534321744,-99.1138910525",Muy Alto,Iztapalapa,535186.723248,2932.63310136,100,5
887.0,"19.2904557763,-99.1446325901",Muy Alto,Tlalpan,189966.46868,2888.68032197,100,5
891.0,"19.3354884841,-99.0696276422",Muy Alto,Iztapalapa,134681.853358,2142.32806932,100,5
893.0,"19.3405068835,-99.0503516331",Muy Alto,Iztapalapa,239240.456433,2617.66601945,100,5
956.0,"19.3790326349,-99.1204510073",Muy Alto,Iztapalapa,337162.429849,2412.67970443,100,5
965.0,"19.3214845575,-99.0402938863",Medio,Iztapalapa,122339.654036,2322.84941923,50 a 72,3
981.0,"19.343555147,-99.0040733943",Muy Bajo,Iztapalapa,168636.212874,2053.18675584,0 a 25,1
990.0,"19.3339648498,-99.0611883761",Muy Alto,Iztapalapa,117576.357039,1434.96929396,100,5
1000.0,"19.2906202767,-99.1565765934",Muy Alto,Tlalpan,538623.554335,2957.76705608,100,5
520.0,"19.3796989364,-99.2405574067",Muy Bajo,Álvaro Obregón,171387.470383,2043.18656505,0 a 25,1
536.0,"19.2792103831,-99.0096240008",Muy Alto,Tláhuac,198538.287542,2276.33039661,100,5
538.0,"19.3684312206,-99.1943418923",Muy Bajo,Álvaro Obregón,166612.45402,1700.95485516,0 a 25,1
540.0,"19.3194544203,-99.2042383546",Muy Bajo,Álvaro Obregón,1230789.63407,5490.79134831,0 a 25,1
549.0,"19.2969269346,-98.9984809023",Muy Alto,Tláhuac,19919.9098255,664.49286573,100,5
572.0,"19.2974887722,-99.0802866645",Muy Alto,Iztapalapa,99535.5228618,1823.00845462,100,5
578.0,"19.3597218649,-99.0766965501",Muy Alto,Iztapalapa,84324.6668982,1201.79892762,100,5
602.0,"19.1959865173,-99.0338886138",Muy Bajo,Milpa Alta,168602.453225,2117.79148695,0 a 25,1
616.0,"19.3363185544,-98.9785132223",Muy Bajo,Iztapalapa,205125.913761,2147.37545953,0 a 25,1
677.0,"19.3788545332,-99.1045343623",Muy Alto,Iztapalapa,251966.164472,2090.00553912,100,5
368.0,"19.2194418825,-99.2000663304",Muy Bajo,Tlalpan,1270745.44027,5118.8158597,0 a 25,1
394.0,"19.3419018187,-99.2540388952",Muy Bajo,Álvaro Obregón,1359093.52051,7132.29601537,0 a 25,1
312.0,"19.2560218122,-99.1335660326",Bajo,Xochimilco,902452.78483,5946.67018818,26 a 49,2
302.0,"19.2844041375,-99.0091059239",Muy Alto,Tláhuac,260430.890028,2192.51920431,100,5
265.0,"19.3694919048,-99.1966547025",Muy Bajo,Álvaro Obregón,22299.4286933,831.986232538,0 a 25,1
475.0,"19.3370591642,-99.2153975601",Muy Bajo,Álvaro Obregón,287963.715576,3738.26804266,0 a 25,1
482.0,"19.2736990791,-99.175198044",Medio,Tlalpan,244721.012685,2180.10094029,50 a 72,3
473.0,"19.3411399727,-99.2104582302",Muy Bajo,Álvaro Obregón,471357.482262,4092.73945612,0 a 25,1
480.0,"19.3765263391,-99.1976190755",Bajo,Álvaro Obregón,173872.021234,2076.39034089,26 a 49,2
466.0,"19.2675842369,-99.2421903258",Muy Bajo,Tlalpan,249492.408699,2387.17507587,0 a 25,1
439.0,"19.3732841105,-99.2181419103",Muy Bajo,Álvaro Obregón,308614.920646,2500.36907959,0 a 25,1
367.0,"19.3813492772,-99.2359508201",Muy Bajo,Álvaro Obregón,250065.55859,2617.33657873,0 a 25,1
316.0,"19.3674860228,-99.2011819974",Muy Bajo,Álvaro Obregón,48279.9277684,1153.14537116,0 a 25,1
329.0,"19.2822414569,-98.9954726529",Alto,Tláhuac,460870.183744,2865.7970687,73 a 99,4
343.0,"19.3586707712,-99.0701804457",Muy Alto,Iztapalapa,273396.42424,2283.13738397,100,5
9.0,"19.2544657488,-99.0722615538",Alto,Xochimilco,726107.19297,4849.0299378,73 a 99,4
15.0,"19.3832538664,-99.1545055516",Muy Alto,Benito Juárez,270983.809075,2221.06343784,100,5
521.0,"19.3888137826,-99.205409295",Muy Bajo,Álvaro Obregón,20239.6239394,569.9569533,0 a 25,1
932.0,"19.3293320901,-99.0372425492",Alto,Iztapalapa,209421.139924,2657.7636636,73 a 99,4
917.0,"19.3286115903,-99.0229982758",Muy Bajo,Iztapalapa,132224.927484,2533.03125438,0 a 25,1
947.0,"19.3176424844,-99.0410788623",Alto,Iztapalapa,75528.4565431,1331.33522703,73 a 99,4
1654.0,"19.1709635262,-98.994245003",Muy Bajo,Milpa Alta,1243672.87356,6223.29806816,0 a 25,1
1672.0,"19.1800039461,-98.9987175168",Muy Bajo,Milpa Alta,1106092.09926,6588.06751506,0 a 25,1
1693.0,"19.1848087604,-99.0781376419",Muy Bajo,Milpa Alta,891265.219163,4531.31193777,0 a 25,1
1699.0,"19.3237667638,-99.1706051492",Muy Bajo,Coyoacán,306276.654846,4529.44895234,0 a 25,1
1595.0,"19.3089569527,-99.2633309312",Muy Bajo,La Magdalena Contreras,483822.193136,3335.35043733,0 a 25,1
1643.0,"19.3259102244,-99.1255636523",Muy Alto,Coyoacán,469859.863926,2821.6868578,100,5
1710.0,"19.3708498433,-99.0384385618",Muy Alto,Iztapalapa,149620.855297,1693.87969611,100,5
1719.0,"19.3282637633,-99.1406936597",Muy Alto,Coyoacán,320612.950022,3948.15934,100,5
1718.0,"19.3327131956,-99.1150381989",Muy Alto,Coyoacán,106609.070836,1303.27502702,100,5
1729.0,"19.3607111994,-99.1200325665",Muy Alto,Iztapalapa,297359.313563,2318.15718874,100,5
1976.0,"19.5097422086,-99.2029703405",Muy Alto,Azcapotzalco,215010.562377,2503.79545135,100,5
1969.0,"19.4460375571,-99.2117887489",Muy Bajo,Miguel Hidalgo,69449.6846134,1125.56152008,0 a 25,1
1974.0,"19.4523542682,-99.1920084152",Muy Alto,Miguel Hidalgo,79714.0442453,1151.90413622,100,5
1980.0,"19.4359744143,-99.1339579713",Muy Alto,Cuauhtémoc,267444.741956,3209.29418837,100,5
1975.0,"19.4453527486,-99.1762619199",Muy Alto,Miguel Hidalgo,306140.997349,2553.49167942,100,5
1755.0,"19.3647321142,-99.2868445033",Muy Bajo,Cuajimalpa de Morelos,794985.055551,4726.61959448,0 a 25,1
1810.0,"19.4194800692,-99.1046786188",Muy Alto,Venustiano Carranza,71681.8710046,1144.62600549,100,5
1864.0,"19.4753431541,-99.1563864074",Muy Alto,Azcapotzalco,192071.655923,1763.68028223,100,5
1853.0,"19.4431332157,-99.1119223856",Muy Alto,Venustiano Carranza,96861.574175,1538.89022146,100,5
1865.0,"19.4717144711,-99.1553663421",Muy Alto,Azcapotzalco,207715.233226,1902.21523913,100,5
1547.0,"19.3097843078,-99.1593185767",Muy Bajo,Coyoacán,383070.742991,2631.51324,0 a 25,1
1589.0,"19.503318117,-99.1749040863",Alto,Azcapotzalco,195310.521091,2292.81535045,73 a 99,4
1842.0,"19.4994654023,-99.2006880547",Muy Alto,Azcapotzalco,174225.549027,2053.90603457,100,5
1833.0,"19.4356230661,-99.1884301056",Alto,Miguel Hidalgo,250960.48774,2378.23065187,73 a 99,4
1825.0,"19.498446498,-99.2046853737",Muy Alto,Azcapotzalco,220868.908275,1952.36046711,100,5
1931.0,"19.4344244316,-99.1534746325",Muy Alto,Cuauhtémoc,172318.406814,3553.26355298,100,5
1927.0,"19.4504708148,-99.1743946019",Muy Alto,Miguel Hidalgo,111560.270992,1566.47122062,100,5
1928.0,"19.4692695026,-99.1977386282",Muy Alto,Miguel Hidalgo,1009183.11737,4733.72569845,100,5
1917.0,"19.4549817639,-99.149201309",Muy Alto,Cuauhtémoc,42335.3306783,1079.42598248,100,5
1934.0,"19.437076243,-99.1594107847",Muy Alto,Cuauhtémoc,439576.329531,2780.88301221,100,5
